20816 | 007: Agent Under Fire
21870 | Crazy Frog Racer 2
19934 | Culdcept
21439 | Dalmatians 3
20547 | Dance Dance Revolution EXTREME (Japan)
19027 | Dance Dance Revolution EXTREME (USA)
20446 | Dance Dance Revolution SuperNova
25890 | Dance Dance Revolution SuperNOVA 2 (Japan)
30899 | Dancing Stage Fever
26365 | Dancing Stage MegaMix
1304 | Dark Cloud
1308 | Dark Cloud 2
25202 | Dark Cloud 2 
Subset
Monster Transformation
25597 | Dark Cloud 2 
Subset
Spheda Master
19186 | Dark Summit
19111 | Darkwatch
24401 | Darkwatch 
Subset
Multiplayer Cooperative
20940 | Dave Mirra Freestyle BMX 2
2709 | Dawn of Mana
20748 | DDRMAX: Dance Dance Revolution
20593 | DDRMAX: Dance Dance Revolution 6thMIX
20749 | DDRMAX2: Dance Dance Revolution
21426 | DDRMAX2: Dance Dance Revolution 7thMIX
19190 | Dead to Rights
19191 | Def Jam: Fight for NY
19192 | Def Jam: Vendetta
19137 | Demolition Girl
19745 | Destroy All Humans!
20696 | Devil Kings
2791 | Devil May Cry
7153 | Devil May Cry 2
32480 | Devil May Cry 3: Dante's Awakening
2936 | Devil May Cry 3: Dante's Awakening - Special Edition
20503 | Devil May Cry 3: Dante's Awakening - Special Edition 
Subset
Bonus
21436 | Digimon Rumble Arena 2
20648 | Digimon World: Data Squad
19032 | Dino Stalker
21529 | Dinosaur Adventure
2713 | Dirge of Cerberus: Final Fantasy VII
22127 | Dirge of Cerberus: Final Fantasy VII 
Subset
Lv1 Hard S Rank
2663 | Disaster Report
3123 | Disgaea: Hour of Darkness
34678 | Disney Sing It: Party Hits
27375 | Disney Think Fast
20532 | Disney's Extreme Skate Adventure
22605 | Disney’s Tarzan Untamed
25307 | DJ Hero
20528 | The Dog Island
22877 | Dog of Bay
20796 | Dog's Life
20063 | Donald Duck: Goin' Quackers
21701 | Downhill Domination
20444 | Dragon Ball Z: Budokai
19174 | Dragon Ball Z: Budokai 2
25229 | Dragon Ball Z: Budokai 2 
Subset
World Tournament
19193 | Dragon Ball Z: Budokai 3
24232 | Dragon Ball Z: Budokai 
Subset
Martial Arts Tournament
20589 | Dragon Ball Z: Budokai Tenkaichi
20588 | Dragon Ball Z: Budokai Tenkaichi 2
20590 | Dragon Ball Z: Budokai Tenkaichi 3
21868 | Dragon Ball Z: Infinite World
5800 | Dragon Quest V
22434 | Dragon Quest V 
Subset
Items and Inductees
2721 | Dragon Quest VIII: Journey of the Cursed King
20407 | Dragon Quest VIII: Journey of the Cursed King 
Subset
Monster Loot Ledger
22840 | Dragon Quest VIII: Journey of the Cursed King 
Subset
Party and Records Chat
19126 | Drakan: The Ancients' Gates
19046 | Drakengard
21399 | Dream Mix TV: World Fighters
19047 | Dynasty Warriors 2
20722 | Dynasty Warriors 3
20783 | Dynasty Warriors 3: Xtreme Legends
34509 | Dynasty Warriors 3: Xtreme Legends 
Subset
Max Item Break
20784 | Dynasty Warriors 4: Xtreme Legends
20787 | Dynasty Warriors 5: Xtreme Legends
20788 | Dynasty Warriors 6
36254 | Dynasty Warriors 6 
Subset
Max Level
20794 | Dynasty Warriors: Gundam 2
29786 | Dynasty Warriors: Gundam 2 
Subset
Max Characters
21695 | Ecco the Dolphin: Defender of the Future
19195 | Ed, Edd n Eddy: The Mis-Edventures
19122 | Egg Mania: Eggstreme Madness
28298 | Egg Mania: Eggstreme Madness 
Subset
Bonus
20846 | Enter the Matrix
21944 | Enthusia: Professional Racing
3306 | Escape from Monkey Island
2723 | Eternal Ring
3213 | Evergrace
8543 | Evil Dead: A Fistful of Boomstick
3130 | Evil Dead: Regeneration
21369 | Ex Zeus
19172 | Extermination
33112 | EyeToy: Play33110 | EyeToy: Play 2
19196 | The Fairly OddParents! Breakin' Da Rules
20560 | The Fairly OddParents! Shadow Showdown
19028 | Fallout: Brotherhood of Steel
1275 | Fatal Frame
2725 | Fatal Frame II: Crimson Butterfly
2726 | Fatal Frame III: The Tormented
25384 | Fate/stay night: Réalta Nua
21857 | Fate/unlimited codes
20856 | FIFA Street
20535 | FIFA Street 2
2778 | Final Fantasy X: International
22629 | Final Fantasy X: International 
Subset
No Sphere Grid
29090 | Final Fantasy X-2
5802 | Final Fantasy XII
5803 | Final Fantasy XII: International Zodiac Job System
20512 | Final Fantasy XII: International Zodiac Job System 
Subset
NG-
20511 | Final Fantasy XII: International Zodiac Job System 
Subset
Single Job
20633 | Finding Nemo
27514 | Fire Heroes
27515 | Firefighter F.D.18
20730 | FlatOut
20731 | FlatOut 2
24189 | Flipnic: Ultimate Pinball
2728 | Forbidden Siren
19029 | Forbidden Siren 2
25864 | Formula One 06
32724 | Formula One 06 
Subset
Multiplayer
27859 | Freestyle Metal X
22184 | Friends: The One with All the Trivia
21363 | Fugitive Hunter: War on Terror
20285 | Fullmetal Alchemist and the Broken Angel
20733 | Futurama
20754 | Future Tactics: The Uprising
21709 | Galactic Wrestling featuring Ultimate Muscle
20739 | Garfield
26873 | Garfield 2
20971 | Garfield: Lasagna World Tour
20972 | Garfield: Saving Arlene
19175 | Gauntlet: Dark Legacy
19049 | Genji: Dawn of the Samurai
2737 | The Getaway
20822 | The Getaway: Black Monday
20857 | Ghost Rider
20463 | Ghostbusters: The Video Game
19050 | Gitaroo Man
30491 | Gladius
19024 | Global Defence Force
22839 | Global Defence Force 
Subset
Impossible Difficulty
2664 | God Hand
20592 | God Hand 
Subset
Hard Kick Me Sign Run
2782 | God of War
2783 | God of War II
28250 | God of War II 
Subset
Bonus
20764 | The Godfather: The Game
20849 | Godzilla: Save the Earth
20975 | Goosebumps HorrorLand
19051 | Gradius V
24517 | Gradius V 
Subset
Bonus
2830 | Gran Turismo 3: A-Spec
20580 | Gran Turismo 4
3050 | Gran Turismo 4: Prologue
29854 | Gran Turismo 4 
Subset
Bonus
26058 | Gran Turismo Concept: 2002 Tokyo-Geneva
37786 | Grand Theft Auto - San Andreas 
Subset
Master Save
2738 | Grand Theft Auto III
2769 | Grand Theft Auto: Liberty City Stories
2772 | Grand Theft Auto: San Andreas
35111 | Grand Theft Auto: San Andreas 
Subset
Vehicle Enthusiast
22085 | Grand Theft Auto: San Andreas 
Subset
Viva Las Venturas
2739 | Grand Theft Auto: Vice City
2762 | Grand Theft Auto: Vice City Stories
31311 | Grand Theft Auto: Vice City Stories 
Subset
Chained Missions
5812 | Grandia II
2668 | Grandia III
19390 | Grappler Baki: Baki Saikyou Retsuden | Fighting Fury
19128 | Gregory Horror Show
1282 | GrimGrimoire
33478 | Guilty Gear X Plus
22112 | Guilty Gear XX ♯Reload
7994 | Guitar Hero
9049 | Guitar Hero II
5579 | Guitar Hero III: Legends of Rock
20373 | Guitar Hero III: Legends of Rock 
Subset
Expert Full Combos
20619 | Guitar Hero Encore: Rocks the '80s
24045 | Guitar Hero Encore: Rocks the '80s 
Subset
Expert Full Combos
25607 | Guitar Hero II 
Subset
Expert Full Combos
25606 | Guitar Hero II 
Subset
Multiplayer
21462 | Guitar Hero 
Subset
Expert Full Combos
5796 | Guitar Hero: World Tour
19743 | Gun
19030 | Gun Survivor 2 BIOHAZARD CODE: Veronica
20549 | Gungrave
19015 | .hack//G.U. Vol. 1: Rebirth
19016 | .hack//G.U. Vol. 2: Reminisce
19017 | .hack//G.U. Vol. 3: Redemption
19021 | .hack//Infection
20344 | .hack//Infection 
Subset
Book of 1000
19012 | .hack//Mutation
20345 | .hack//Mutation 
Subset
Book of 1000
19013 | .hack//Outbreak
20346 | .hack//Outbreak 
Subset
Book of 1000
19019 | .hack//Quarantine
20347 | .hack//Quarantine 
Subset
Book of 1000
3058 | Half-Life
20721 | Harry Potter and the Chamber of Secrets
28856 | Harry Potter and the Chamber of Secrets 
Subset
Bonus
20989 | Harry Potter and the Prisoner of Azkaban
20986 | Harry Potter and the Goblet of Fire
20988 | Harry Potter and the Order of the Phoenix
20987 | Harry Potter and the Half-Blood Prince
21736 | Harry Potter and the Sorcerer's Stone
20985 | Harry Potter: Quidditch World Cup
19389 | Harvest Moon: A Wonderful Life - Special Edition
20990 | Harvey Birdman: Attorney at Law
20751 | The Haunted Mansion
1314 | Haunting Ground
20995 | The History Channel: Civil War - A Nation Divided
3102 | Hitman 2: Silent Assassin
19351 | Hitman: Blood Money
19258 | The Hobbit: The Prelude to the Lord of the Rings
21853 | Home Alone
3343 | Hot Shots Golf 3
20997 | Hot Shots Golf Fore!
20583 | Hot Wheels: Velocity X
24042 | Hyper Street Fighter II: The Anniversary Edition
19176 | I-Ninja
19284 | Ice Age 2: The Meltdown
19285 | Ice Age 3: Dawn of the Dinosaurs
1319 | ICO
19198 | The Incredible Hulk: Ultimate Destruction
21706 | The Incredibles: Rise of the Underminer
21002 | Indiana Jones and the Emperor's Tomb
24419 | Initial D: Special Stage
24507 | Inspector Gadget: Mad Robots Invasion
22114 | Inuyasha: Feudal Combat
22423 | Inuyasha: The Secret of The Cursed Mask
21006 | Iron Man
19440 | Jackass: The Game
20734 | Jackie Chan Adventures
3062 | Jak II
3065 | Jak 3
19239 | Jak X: Combat Racing
19240 | Jak and Daxter: The Lost Frontier
2774 | Jak and Daxter: The Precursor Legacy
21009 | Jaws: Unleashed
28588 | Jelly Belly: Ballistic Beans
20542 | Jeopardy!
28347 | Jetix Puzzle Buzzle
20708 | Jimmy Neutron: Boy Genius
20707 | Jimmy Neutron: Boy Genius - Attack of the Twonkies
19733 | Jojo no Kimyou na Bouken: Ougon no Kaze
21012 | Juiced
21013 | Juiced 2: Hot Import Nights
21016 | Kao the Kangaroo: Round 2
1323 | Katamari Damacy
19087 | Kessen
21017 | Kill.switch
19056 | Killzone
21884 | Kim Possible: What's the Switch?
20531 | The King of Fighters XI
24059 | The King of Fighters '94: Re-Bout
20604 | The King of Fighters '98: Ultimate Match
21018 | The King of Fighters 2000
21019 | The King of Fighters 2001
24058 | The King of Fighters 2002: Challenge to Ultimate Battle
20602 | The King of Fighters 2002: Unlimited Match
21020 | The King of Fighters 2003
21021 | The King of Fighters 2006
23749 | The King of Fighters: NeoWave
32650 | Kingdom Hearts
32564 | Kingdom Hearts II
2781 | Kingdom Hearts II: Final Mix
25083 | Kingdom Hearts II: Final Mix 
Subset
Level 1 Critical Mode
2780 | Kingdom Hearts: Final Mix
25598 | Kingdom Hearts: Final Mix 
Subset
Level 100 on Destiny Islands
20736 | Kingdom Hearts: Final Mix 
Subset
Proud Level 1
19290 | Kingdom Hearts Re:Chain of Memories
25006 | Kingdom Hearts Re:Chain of Memories 
Subset
Extreme Difficulty
21479 | Kingdom Hearts Re:Chain of Memories 
Subset
Proud Level 1
2675 | King's Field: The Ancient City
28647 | Kinnikuman: Muscle Grand Prix 2 - Tokumori
28646 | Kinnikuman: Muscle Grand Prix Max
2990 | Klonoa 2: Lunatea's Veil
23942 | Kung Fu Panda
19259 | Kuon
20732 | L.A. Rush
9685 | Legacy of Kain: Soul Reaver 2
2676 | Legaia 2: Duel Saga
19340 | The Legend of Spyro: A New Beginning
19344 | The Legend of Spyro: Dawn of the Dragon
19343 | The Legend of Spyro: The Eternal Night
19026 | LEGO Batman: The Videogame
20675 | LEGO Indiana Jones: The Original Adventures
19339 | LEGO Star Wars: The Video Game
3124 | LEGO Star Wars II: The Original Trilogy
19220 | Leisure Suit Larry: Magna Cum Laude
19057 | Lifeline
21867 | Little Britain: The Video Game
21028 | Looney Tunes: Back in Action21882 | Looney Tunes: Space Race
19263 | The Lord of the Rings: The Return of the King
19264 | The Lord of the Rings: The Third Age
19265 | The Lord of the Rings: The Two Towers
20755 | Lupin the 3rd: Treasure of the Sorcerer King
25412 | Luxor: Pharaoh's Challenge
19288 | Madagascar
21508 | The Maid-Fuku to Kikanjuu
19060 | Mana Khemia: Alchemists of Al-Revis
3007 | Manhunt
19094 | Manhunt 2
21031 | Marvel Ultimate Alliance
20657 | Marvel vs. Capcom 2: New Age of Heroes
20090 | Mashed: Fully Loaded
19129 | Max Payne
19130 | Max Payne 2: The Fall of Max Payne
2678 | Maximo: Ghosts to Glory
2677 | Maximo vs. Army of Zin
2986 | Medal of Honor: Frontline
19199 | Medal of Honor: Rising Sun
5670 | Mega Man X: Command Mission
19238 | Mega Man Anniversary Collection
5679 | Mega Man X Collection
33249 | Mega Man X Collection 
Subset
Bonus
5673 | Mega Man X7
2680 | Mega Man X8
30945 | Melty Blood: Act Cadenza
22049 | Melty Blood Actress Again
3320 | Mercenaries: Playground of Destruction
19200 | Metal Arms: Glitch in the System
2787 | Metal Gear Solid 2: Substance
32531 | Metal Gear Solid 2: Substance 
Subset
Missions + Snakeboarding
2831 | Metal Gear Solid 3: Subsistence
26986 | Metal Gear Solid 3: Subsistence 
Subset
Persistence
20521 | Metal Slug 3
20607 | Metal Slug 3D
20595 | Metal Slug 4
20599 | Metal Slug 5
24708 | Metal Slug 5 
Subset
1002 Soldiers
20520 | Metal Slug 6
3112 | Midnight Club II
3113 | Midnight Club 3: DUB Edition Remix
3111 | Midnight Club: Street Racing
19023 | Mister Mosquito
22132 | Mobile Suit Gundam: Federation vs. Zeon
19095 | Monster Attack
19113 | Monster Hunter
19249 | Monster Hunter 2
28323 | Monster Hunter 
Subset
Online Quests
21688 | Monsters, Inc. Scare Island
25108 | Moorhuhn Fun Kart 2008
19131 | Mortal Kombat: Armageddon
19020 | Mortal Kombat: Deadly Alliance
19358 | Mortal Kombat: Deception
19201 | Mortal Kombat: Shaolin Monks
21546 | Mortal Kombat: Shaolin Monks 
Subset
Multiplayer
20870 | MotorStorm: Arctic Edge
22609 | Mr. Bean
20741 | MS Saga: A New Dawn
24171 | Myth Makers: Trixie in Toyland
20537 | Namco X Capcom
21484 | Naruto Shippuden: Ultimate Ninja 4
21485 | Naruto Shippuden: Ultimate Ninja 5
21448 | Naruto: Ultimate Ninja
21483 | Naruto: Ultimate Ninja 2
20548 | Naruto: Ultimate Ninja 3
20545 | NBA Street Vol. 2
5578 | Need for Speed: Carbon - Collectors Edition
2999 | Need for Speed: Hot Pursuit 2
30158 | Need for Speed: Hot Pursuit 2 
Subset
Extreme Challenges
7788 | Need for Speed: Most Wanted - Black Edition
2825 | Need for Speed: ProStreet
19210 | Need for Speed: Undercover
3114 | Need for Speed: Underground
5613 | Need for Speed: Underground 2
21367 | The Nekomura no Hitobito
5659 | Neo Contra
20678 | NeoGeo Battle Coliseum
20693 | Neopets: The Darkest Faerie
21463 | NHL 2K10
20703 | Nicktoons: Attack of the Toybots
33608 | Nicktoons: Attack of the Toybots 
Subset
Multiplayer
20704 | Nicktoons: Battle for Volcano Island
22364 | The Nightmare of Druaga: Fushigi no Dungeon
32919 | The Nightmare of Druaga: Fushigi no Dungeon 
Subset
Alchemy
19211 | Nightshade | Kunoichi
21447 | Ninjabread Man
19266 | ObsCure
19267 | ObsCure: The Aftermath
2666 | Odin Sphere
19064 | Okage: Shadow King
3001 | Ōkami
21976 | One Piece: Grand Battle! | One Piece: Grand Battle! Rush!
28922 | The OneeChamploo
28925 | The OneeChanpon
19183 | Oni
8484 | Onimusha 2: Samurai's Destiny
8548 | Onimusha 3: Demon Siege
6311 | Onimusha: Warlords
21564 | Open Season
27656 | Ougon Kishi Garo
20859 | OutRun 2006: Coast 2 Coast
19891 | Over the Hedge
19097 | Pac-Man World 2
19890 | Pac-Man World 2 
Subset
Bonus
22939 | Pac-Man World 2 
Subset
Sue's Arcade
19202 | PaRappa the Rapper 2
28919 | Party Girls
20557 | Peter Jackson's King Kong: The Official Game of the Movie
21954 | Petz: Catz 2 | Petz: Dogz 2
19096 | Phantasy Star Universe
21997 | Piglet's Big Game
28952 | Piposaru 2001
20853 | Pirates of the Caribbean: At World's End
20750 | PK: Out of the Shadows
24961 | Planetarian: Chiisa na Hoshi no Yume
22870 | Poinie's Poin
21972 | The Polar Express
20645 | Polaroid Pete | Gekibo: Gekisha Boy 2
26093 | Pool Paradise
19086 | PopCap Hits! Vol. 1
25381 | Pop'n Music 14 FEVER!
28324 | Pop'n Music 14 FEVER! 
Subset
Bonus
27020 | Pop'n Music Best Hits!
25656 | Portal Runner
24152 | Postman Pat
2988 | Prince of Persia: The Sands of Time
3291 | Prince of Persia: The Two Thrones
3319 | Prince of Persia: Warrior Within
25899 | Pro Evolution Soccer 6
21058 | Project: Snowblind
19114 | Psi-Ops: The Mindgate Conspiracy
33089 | Psikyo Shooting Collection Vol. 1: Strikers 1945 I & II
19203 | The Punisher
2658 | Radiata Stories
25835 | Radiata Stories 
Subset
Fireworks Festival Dates
19033 | Ratatouille
3070 | Ratchet & Clank
3072 | Ratchet & Clank: Going Commando
3073 | Ratchet & Clank: Up Your Arsenal
22906 | Ratchet & Clank: Up Your Arsenal 
Subset
Bonus
10873 | Ratchet: Deadlocked
5616 | Raw Danger!
2995 | Rayman 2: Revolution
19115 | Rayman 3: Hoodlum Havoc
19231 | Rayman: Raving Rabbids
29051 | R/C Sports Copter Challenge
11094 | Red Dead Revolver
3047 | Red Faction
2606 | Resident Evil 4
30162 | Resident Evil 4 
Subset
Bonus
1303 | Resident Evil CODE: Veronica X
19022 | Resident Evil: Dead Aim
5761 | Resident Evil Outbreak
5762 | Resident Evil Outbreak: File #2
29740 | Resident Evil Outbreak: File #2 
Subset
Online Multiplayer
29738 | Resident Evil Outbreak: File #2 
Subset
Very Hard Challenges
29739 | Resident Evil Outbreak 
Subset
Online Multiplayer
29737 | Resident Evil Outbreak 
Subset
Very Hard Challenges
20519 | Ribbit King
19173 | Ridge Racer V
24500 | River King: A Wonderful Journey
19233 | RoadKill
5793 | Rock Band
37467 | Rock Band 
Subset
Expert Full Combos
24172 | Rock 'n' Roll Adventures
24505 | Rocky Legends
2671 | Rogue Galaxy
24497 | Rugrats: Royal Ransom
1317 | Rule of Rose
3107 | Rumble Racing
22441 | Rune: Viking Warlord
3309 | Rygar: The Legendary Adventure
22611 | Saint Seiya: The Hades
22610 | Saint Seiya: The Sanctuary
20790 | Samurai Warriors: Xtreme Legends
21068 | Samurai Western
34492 | Saru! Get You! 2: Ukki Ukki Disc
20684 | Scarface: The World Is Yours
21070 | Scooby-Doo! First Frights
20737 | Scooby-Doo! Mystery Mayhem
19711 | Scooby-Doo! Night of 100 Frights
21071 | Scooby-Doo! Unmasked
28879 | Sega Rally Championship
21098 | Sega Superstars Tennis
2989 | Shadow Hearts
7899 | Shadow Hearts: Covenant
20359 | Shadow Hearts: Covenant 
Subset
First Place Lottery Wins
20615 | Shadow Hearts 
Subset
First Place Lottery Wins
21102 | Shadow of Destiny
19136 | Shadow of Rome
2992 | Shadow of the Colossus
9454 | Shadow the Hedgehog
22070 | Shadow the Hedgehog 
Subset
326 Endings
3299 | Shadow Tower Abyss
34881 | Shin Megami Tensei - Persona 3 FES 
Subset
Heart Items
32918 | Shin Megami Tensei III: Nocturne Maniax Chronicle Edition 
Subset
Solo+Raidou
6027 | Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army
2646 | Shin Megami Tensei: Digital Devil Saga
2655 | Shin Megami Tensei: Nocturne3008 | Shin Megami Tensei: Persona 3
2657 | Shin Megami Tensei: Persona 3 FES
27960 | Shin Megami Tensei: Persona 3 FES 
Subset
Orpheus Only
3030 | Shin Megami Tensei: Persona 4
22852 | Shin Megami Tensei: Persona 4 
Subset
Izanagi Only
22861 | Shin Megami Tensei: Persona 4 
Subset
Yu Solo
19118 | Shinobi
25036 | Shinobi 
Subset
Akujiki's Wrath
22879 | Shinobido: Way of the Ninja
20294 | Shrek 2
21878 | Shrek: Smash n' Crash Racing
20695 | Shrek: SuperSlam
21561 | Shrek the Third
1324 | Silent Hill 2
1335 | Silent Hill 3
1336 | Silent Hill 4: The Room
2126 | Silent Hill: Origins
19179 | Silent Hill: Shattered Memories
21107 | Silent Scope
21108 | Silent Scope 2: Dark Silhouette
21109 | Silent Scope 3
20530 | The Simpsons Game
19010 | The Simpsons: Hit & Run
20611 | The Simpsons: Road Rage
20669 | The Simpsons Skateboarding
19365 | The Sims
19178 | The Sims 2
21111 | The Sims 2: Castaway
19734 | The Sims: Bustin' Out
22438 | SingStar
30933 | SingStar Party
33393 | SingStar Party 
Subset
Regional Exclusives
29042 | SingStar 
Subset
Regional Exclusives
22607 | Sky Odyssey
3152 | Sly 2: Band of Thieves
3153 | Sly 3: Honor Among Thieves
3151 | Sly Cooper and the Thievius Raccoonus
20826 | SNK vs. Capcom: SVC Chaos
20797 | Snoopy vs. The Red Baron
20554 | Snow White and the 7 Clever Boys
19366 | Sonic Heroes
20255 | Sonic Mega Collection Plus
21118 | Sonic Riders
20642 | Sonic Riders: Zero Gravity
19798 | Sonic Unleashed
24951 | Soul Eater: Battle Resonance
2982 | Soulcalibur II
3060 | Soulcalibur III
5676 | Spider-Man
5677 | Spider-Man 2
20819 | Spider-Man 3
21122 | Spider-Man: Friend or Foe
26667 | Splatter Master
19212 | SpongeBob SquarePants: Battle for Bikini Bottom
19543 | SpongeBob SquarePants: Creature from the Krusty Krab
20837 | SpongeBob SquarePants featuring Nicktoons: Globs of Doom
20249 | SpongeBob SquarePants: Lights, Camera, Pants!
19018 | The SpongeBob SquarePants Movie
20553 | SpongeBob SquarePants: Revenge of the Flying Dutchman
20706 | SpongeBob's Atlantis SquarePantis
20772 | Spy vs. Spy
21125 | SpyHunter
19068 | Spyro: A Hero's Tail
19069 | Spyro: Enter the Dragonfly
2640 | SSX
2928 | SSX 3
2983 | SSX Tricky
19070 | Star Ocean: Till the End of Time
20827 | Star Wars - Episode III: Revenge of the Sith
19120 | Star Wars: Battlefront
3143 | Star Wars: Battlefront II
20688 | Star Wars: Bounty Hunter
20830 | Star Wars: The Force Unleashed
24192 | Steel Dragon EX
25042 | Stitch: Experiment 626
20691 | Street Fighter III: 3rd Strike - Fight for the Future
20609 | Street Fighter Alpha Anthology
20831 | Street Fighter EX3
29719 | Street Fighter EX3 
Subset
Bonus
19082 | Stretch Panic
21138 | Stuart Little 3: Big Photo Adventure
19369 | Stuntman: Ignition
22113 | Suggoi! Arcana Heart 2
2609 | Suikoden III
2621 | Suikoden V
2622 | Suikoden Tactics
21140 | Super Dragon Ball Z
21988 | Super Farm
20491 | Super Monkey Ball Deluxe
22076 | Surf's Up
21526 | Syberia
22173 | Syberia II
19384 | Taiko: Drum Master
19385 | Taiko no Tatsujin: Taiko Drum Master
20510 | Taiko no Tatsujin: Waku Waku Anime Matsuri
19204 | Tak 2: The Staff of Dreams
20710 | Tak and the Guardians of Gross
19483 | Tak: The Great Juju Challenge
20303 | Tak: The Great Juju Challenge 
Subset
Bonus
3298 | Tales of the Abyss
19917 | Taz: Wanted
21147 | Teen Titans
20618 | Teenage Mutant Ninja Turtles
20843 | Teenage Mutant Ninja Turtles 2: Battle Nexus
20844 | Teenage Mutant Ninja Turtles 3: Mutant Nightmare
7514 | Tekken 4
9419 | Tekken 5
25414 | Tekken 5 
Subset
Tekken Lord
3150 | Tekken Tag Tournament
19090 | Tenchu: Fatal Shadows
19140 | Tenchu: Wrath of Heaven
21151 | Test Drive: Eve of Destruction
21154 | Test Drive Unlimited
19141 | The Thing
21998 | Thomas & Friends: A Day at the Races
20812 | Tiger Woods PGA Tour 2004
19840 | Tim Burton's The Nightmare Before Christmas: Oogie's Revenge
20211 | Time Crisis II
20453 | Time Crisis 3
20494 | Time Crisis: Crisis Zone
2623 | TimeSplitters
2624 | TimeSplitters 2
19737 | TimeSplitters 2 
Subset
Platinum Trophies
3119 | TimeSplitters: Future Perfect
20776 | Tokyo Xtreme Racer 3
20775 | Tokyo Xtreme Racer: Drift 2
37601 | Tokyo Xtreme Racer: Drift 2 
Subset
The Friends We Made Along the Way
20774 | Tokyo Xtreme Racer: Zero
21156 | Tom and Jerry in War of the Whiskers
2998 | Tom Clancy's Splinter Cell
19341 | Tomb Raider: Anniversary
19370 | Tomb Raider: Legend
19342 | Tomb Raider: The Angel of Darkness
21163 | Tomb Raider: Underworld
20637 | Tony Hawk's American Wasteland
2826 | Tony Hawk's Pro Skater 3
22838 | Tony Hawk's Pro Skater 3 
Subset
Alternate Modes
2827 | Tony Hawk's Pro Skater 4
25644 | Tony Hawk's Pro Skater 4 
Subset
Zero Stats
20832 | Tony Hawk's Project 8
